AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8,AS9,AS10,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,DO1,DO2,DO3,DO4,DO5,DO6,DO7,DO8,DO9,DO10,age,gender,AS,SC,AD,DO,final
4,4,4,4,3,5,2,1,1,1,0,3,3,4,3,2,2,1,2,2,4,4,5,5,1,1,1,1,1,2,5,5,3,3,5,3,3,5,2,2,25,1,29,22,25,36,DO
5,4,3,4,3,3,2,3,2,1,5,3,2,4,3,2,2,2,2,2,4,5,4,4,2,3,2,3,2,2,3,2,3,2,4,2,4,4,3,2,31,2,30,27,31,29,AD
4,4,4,5,4,4,2,4,4,2,4,3,4,4,4,3,2,2,2,2,4,4,4,4,3,2,2,4,3,3,2,2,2,4,4,3,4,4,3,4,61,2,37,30,33,32,AS
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,52,1,30,30,30,30,AS
4,4,2,4,2,3,4,4,0,2,4,4,2,4,4,2,2,4,2,2,5,5,2,5,2,2,2,2,2,4,4,4,4,2,4,2,4,4,2,2,32,2,29,30,31,32,DO
3,2,4,4,4,4,3,2,2,1,5,4,2,2,4,2,2,2,2,2,2,5,5,5,2,2,2,2,2,2,2,2,4,3,4,2,2,2,4,4,45,2,29,27,29,29,AS
4,3,4,4,2,4,2,1,1,1,2,2,1,2,2,4,3,3,5,2,4,5,5,4,1,2,2,2,5,2,5,3,3,3,4,2,5,5,0,4,34,2,26,26,32,34,DO
5,5,5,5,5,5,1,2,1,1,5,5,3,5,5,2,1,1,1,1,4,5,5,5,2,2,2,1,1,1,5,5,4,4,4,4,4,4,5,5,45,1,35,29,28,44,DO
2,4,3,2,2,3,3,3,2,3,3,2,1,2,3,4,3,3,2,2,2,4,4,3,4,4,4,3,2,3,4,4,3,2,3,3,4,4,4,4,30,2,27,25,33,35,DO
5,5,5,2,4,4,1,3,1,1,4,2,2,4,3,4,2,3,4,3,2,4,5,0,2,2,3,4,2,3,2,2,3,2,2,2,3,3,2,0,40,2,31,31,27,21,AS
2,2,1,3,2,2,4,4,4,2,1,1,1,2,4,5,2,5,5,4,1,3,4,3,3,4,2,5,3,4,3,2,4,1,3,2,2,3,1,1,27,1,26,30,32,22,AD
4,5,4,3,2,4,2,3,1,1,3,5,2,4,3,2,2,3,2,2,3,4,5,4,2,3,2,4,1,3,2,4,5,3,5,4,3,5,5,5,20,1,29,28,31,41,DO
5,5,5,4,5,5,1,2,1,1,5,4,4,5,4,1,1,1,1,2,4,4,3,4,2,1,1,2,3,2,4,4,0,2,4,4,3,3,3,3,39,2,34,28,26,30,AS
4,3,2,4,2,4,4,2,3,1,4,3,4,4,4,2,2,2,4,2,3,4,4,4,3,3,2,4,2,2,3,2,4,2,4,3,4,4,2,2,31,1,29,31,31,30,SC
2,3,2,0,2,3,4,5,4,3,2,3,4,3,2,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,1,28,35,40,40,AD
2,2,2,3,3,2,4,4,2,2,3,1,1,2,2,5,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,4,2,3,3,4,4,3,3,33,1,26,28,33,32,AD
2,4,4,4,3,4,2,3,1,1,1,4,4,2,4,2,3,3,2,5,5,5,5,4,4,4,1,3,3,3,2,4,3,3,3,3,4,3,3,3,26,2,28,30,37,31,AD
4,5,4,5,3,5,2,3,1,1,4,4,4,4,4,2,1,1,3,2,5,3,3,4,3,2,3,4,1,2,4,4,3,3,4,4,4,4,3,1,33,1,33,29,30,34,DO
4,5,4,4,4,4,2,2,1,1,5,4,4,4,4,2,2,2,2,2,2,4,4,4,2,2,2,4,2,2,4,4,4,2,2,2,4,4,2,2,43,1,31,31,28,30,AS
3,3,3,3,3,3,3,4,1,2,4,2,2,3,2,4,4,3,3,2,5,5,5,5,2,1,1,2,2,2,4,4,3,1,2,2,4,4,2,1,37,1,28,29,30,27,AD
2,5,5,3,5,4,1,1,1,1,2,4,2,2,4,3,2,2,4,3,5,5,5,5,4,2,1,2,1,2,4,4,5,5,5,2,5,5,5,5,37,1,28,28,32,45,DO
5,5,5,4,5,5,1,2,1,1,5,5,5,5,4,1,1,1,2,1,5,5,5,5,1,1,1,4,1,1,3,4,5,4,5,4,5,5,3,1,55,1,34,30,29,39,DO
2,4,4,3,3,3,4,4,2,2,3,4,4,2,3,2,2,3,3,4,4,5,5,5,4,2,2,4,4,2,4,5,5,4,4,4,4,5,4,3,28,1,31,30,37,42,DO
5,4,5,4,2,3,4,2,4,1,3,2,4,3,4,4,2,4,5,1,5,5,5,5,2,4,2,4,1,2,4,5,5,5,5,4,4,5,4,5,36,1,34,32,35,46,DO
4,4,3,3,4,3,4,2,3,1,3,3,2,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,2,3,4,4,3,3,3,3,2,2,2,2,42,2,31,34,33,28,SC
4,5,4,5,5,5,2,2,1,2,4,4,3,4,4,1,2,1,2,1,4,5,4,5,2,1,1,2,1,1,4,5,4,2,3,2,4,4,3,2,27,2,35,26,26,33,AS
4,2,2,4,2,2,3,2,4,1,3,2,1,3,2,4,3,3,4,2,5,5,5,5,2,1,2,1,1,1,1,2,3,3,2,4,4,5,1,1,47,1,26,27,28,26,AD
2,5,4,4,4,5,4,4,1,2,2,4,2,4,4,3,2,4,4,4,4,4,4,4,3,3,2,4,4,4,2,2,5,3,2,4,4,5,3,4,31,2,35,33,36,34,AD
5,5,5,5,5,5,2,2,1,1,5,5,5,5,5,2,1,1,1,1,3,5,5,5,2,3,3,3,5,3,5,5,5,5,5,3,5,5,4,4,39,2,36,31,37,46,DO
4,4,3,4,4,4,2,2,1,5,3,3,4,4,4,2,2,2,2,2,4,5,5,4,2,2,2,3,2,2,4,4,3,3,2,2,4,4,3,3,45,1,33,28,31,32,AS
4,3,4,3,0,4,3,3,1,2,4,5,4,4,4,3,2,2,4,2,3,5,5,4,4,2,2,4,1,3,2,2,4,2,3,4,2,4,2,2,34,2,27,34,33,27,SC
5,5,5,5,5,5,3,2,1,2,5,5,5,5,3,1,3,1,1,1,1,5,5,5,2,2,2,3,4,3,3,5,5,3,3,5,5,4,3,1,30,2,38,30,32,37,AS
4,4,4,4,3,4,2,2,3,1,3,2,1,4,4,5,2,4,5,1,5,4,5,4,2,2,2,3,1,1,3,3,3,3,4,3,4,4,3,3,29,2,31,31,29,33,DO
4,4,2,3,4,5,2,3,5,1,5,4,4,4,4,2,2,2,2,2,4,5,5,4,3,2,2,4,1,2,4,4,4,3,3,3,4,4,4,3,27,1,33,31,32,36,DO
4,3,4,5,3,5,4,3,2,3,5,5,2,2,3,2,4,1,2,4,1,5,5,4,3,3,2,2,1,2,3,4,3,2,5,5,5,4,3,2,27,2,36,30,28,36,AS
5,4,4,4,3,3,3,3,1,1,5,5,5,5,4,2,2,2,3,2,4,5,4,4,3,3,3,3,2,3,4,4,3,3,2,3,3,4,2,2,29,2,31,35,34,30,SC
3,4,3,4,4,5,4,4,2,3,5,5,2,3,3,2,2,1,1,4,1,5,5,4,3,4,3,2,1,3,3,4,5,4,5,5,5,5,3,2,27,2,36,28,31,41,DO
2,4,4,1,4,4,3,4,1,2,1,1,2,2,3,4,3,4,4,4,3,4,4,5,4,1,1,3,2,2,3,4,3,2,2,2,2,2,2,2,41,1,29,28,29,24,AS
4,4,4,4,4,4,2,1,1,2,4,4,4,4,4,1,1,2,2,2,4,5,4,4,2,3,2,3,1,2,4,4,2,2,2,2,2,4,2,2,55,1,30,28,30,26,AS
5,4,4,5,4,4,2,3,1,1,5,4,5,5,4,1,1,1,1,1,2,5,5,4,2,2,2,1,1,1,4,3,2,2,4,3,4,5,3,4,65,2,33,28,25,34,DO
4,4,4,4,3,4,3,2,1,2,4,4,4,4,4,2,2,2,2,1,3,4,5,4,3,2,2,2,1,2,4,4,3,2,2,2,3,3,3,3,46,2,31,29,28,29,AS
4,4,3,4,4,4,3,2,1,2,5,2,2,3,4,4,2,2,4,2,4,4,4,4,2,2,2,2,1,2,4,3,3,2,2,1,3,4,2,2,53,2,31,30,27,26,AS
5,4,4,5,4,5,1,3,1,5,5,5,5,5,5,1,1,1,2,1,4,5,5,5,1,1,1,1,1,3,5,4,3,2,4,3,5,5,3,3,65,2,37,31,27,37,AS
5,5,4,4,3,4,2,2,1,1,5,4,4,4,3,2,1,1,1,1,3,4,4,4,2,2,2,3,2,3,4,2,3,1,3,2,5,4,1,2,24,2,31,26,29,27,AS
4,4,4,3,4,4,3,3,2,3,4,2,2,4,3,4,3,2,4,3,3,5,3,2,4,2,2,4,4,4,2,2,3,2,3,3,3,3,2,2,43,2,34,31,33,25,AS
5,2,2,3,3,3,3,4,2,1,4,2,4,4,3,4,2,2,3,1,3,4,5,4,4,3,3,3,1,2,3,4,3,2,2,2,2,4,2,2,30,2,28,29,32,26,AD
4,4,5,4,4,4,3,4,1,1,4,4,5,3,3,2,2,1,3,1,4,5,5,4,2,1,1,3,1,2,5,4,3,2,4,3,4,4,3,2,25,1,34,28,28,34,AS
3,4,4,4,2,4,3,4,1,1,4,5,4,4,3,1,2,2,2,2,4,5,5,5,2,2,1,2,1,1,4,4,5,5,4,5,4,4,4,5,25,1,30,29,28,44,DO
4,4,3,4,3,4,2,2,1,1,5,4,4,4,3,2,2,1,3,2,4,5,4,4,3,2,2,3,2,2,4,4,3,2,4,2,4,4,2,2,29,1,28,30,31,31,AD
4,5,5,4,4,5,3,3,2,2,4,3,4,4,4,3,2,2,3,2,4,5,5,5,3,1,1,3,4,3,4,4,3,3,3,2,4,4,3,3,26,1,37,31,34,33,AS
3,4,4,3,3,4,2,2,2,2,3,3,2,2,3,3,2,3,4,4,4,3,4,4,4,3,2,3,2,3,4,4,2,2,2,1,2,3,2,1,41,1,29,29,32,23,AD
3,3,2,2,4,4,4,4,2,2,4,4,3,3,2,2,4,2,2,2,4,4,4,4,3,3,2,2,3,3,3,2,4,3,4,3,4,2,2,3,35,2,30,28,32,30,AD
2,1,1,2,2,4,5,5,2,2,2,1,1,2,1,5,4,4,5,4,2,4,4,2,5,5,5,5,4,4,4,4,4,2,4,2,1,4,2,1,35,2,26,29,40,28,AD
4,4,2,5,2,2,4,4,4,2,3,3,1,2,4,4,2,4,4,2,3,5,5,3,3,3,4,4,1,4,1,1,1,1,2,4,1,1,1,1,30,2,33,29,35,14,AD
2,4,3,2,3,4,3,3,2,1,3,2,1,2,4,2,2,2,2,1,2,5,5,5,4,2,2,4,1,3,3,3,3,2,2,2,3,4,3,2,31,2,27,21,33,27,AD
2,4,3,2,3,3,3,3,1,5,3,2,1,2,2,4,3,3,4,4,3,4,5,5,3,2,2,3,3,3,4,4,3,2,2,2,2,3,1,1,35,1,29,28,33,24,AD
2,2,2,2,2,2,4,4,2,3,2,2,2,2,2,4,3,2,4,3,2,5,5,5,2,2,3,4,1,3,2,2,2,1,1,1,2,4,1,1,30,1,25,26,32,17,AD
4,3,3,2,3,3,3,2,3,1,3,3,4,4,3,3,3,3,3,2,4,4,5,5,3,1,1,2,1,1,2,2,4,3,4,4,3,5,3,3,43,1,27,31,27,33,DO
4,4,4,4,3,4,2,5,1,1,4,4,4,4,3,3,2,1,3,1,3,5,4,4,4,3,3,3,5,4,5,5,4,4,4,4,3,4,2,2,21,2,32,29,38,37,AD
4,3,2,4,3,3,3,3,2,1,5,4,4,4,4,2,2,2,3,2,4,3,5,4,2,2,2,3,1,2,4,3,3,3,4,3,3,3,3,3,36,1,28,32,28,32,SC
5,5,5,5,4,5,1,2,1,1,4,4,4,4,5,1,1,2,1,2,4,4,5,4,2,2,2,2,1,1,5,5,4,4,4,3,4,4,5,5,45,1,34,28,27,43,DO
5,5,5,5,3,4,3,3,2,2,4,4,2,4,4,2,2,1,3,2,4,5,5,5,2,3,3,3,1,3,2,2,2,2,5,3,4,4,2,2,28,2,37,28,34,28,AS
4,4,4,4,4,4,2,2,1,1,4,4,4,4,4,1,1,2,2,1,5,4,4,4,3,2,2,2,1,2,4,4,4,3,3,4,4,4,3,4,39,2,30,27,29,37,DO
4,4,3,4,4,3,3,3,2,2,4,3,2,3,3,4,2,2,4,2,4,4,5,5,4,1,1,1,1,1,3,4,4,3,4,3,4,4,3,3,35,2,32,29,27,35,DO
4,2,2,2,4,2,4,4,4,4,4,3,4,4,2,3,4,3,3,4,4,4,4,4,3,2,2,2,2,2,2,2,3,2,1,1,2,3,2,2,17,2,32,34,29,20,SC
2,4,3,1,3,3,2,2,2,1,2,1,1,3,3,5,3,4,4,2,2,2,4,3,4,3,3,4,5,3,4,4,4,2,2,2,4,3,2,2,43,2,23,28,33,29,AD
3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,3,2,2,3,3,4,4,4,4,3,2,2,3,2,2,3,3,2,3,3,2,2,3,0,2,28,2,27,29,30,23,AD
4,4,4,5,5,4,3,3,1,1,5,3,4,4,5,3,1,2,1,1,2,5,5,5,1,1,1,2,1,1,5,4,4,4,4,2,3,4,4,2,26,2,34,29,24,36,DO
4,4,4,2,4,5,4,4,1,1,2,4,4,4,3,2,2,3,4,2,5,5,5,5,1,1,1,3,1,2,4,4,3,4,3,4,3,3,3,2,29,2,33,30,29,33,AS
4,4,4,4,3,4,2,1,2,2,2,3,1,4,4,2,2,2,2,4,4,5,3,4,4,2,2,3,1,2,2,2,2,2,4,2,4,2,1,1,32,2,30,26,30,22,AS
4,4,3,4,3,4,2,2,2,2,4,3,3,4,3,4,2,2,4,3,3,4,4,4,2,2,3,2,2,3,4,4,4,3,2,2,3,2,2,2,41,1,30,32,29,28,SC
4,2,4,3,2,4,4,4,2,3,4,2,2,4,2,4,4,2,2,4,4,4,2,3,4,2,3,2,2,4,4,4,2,2,4,2,3,2,2,2,30,2,32,30,30,27,AS
3,2,2,4,3,4,4,4,4,2,4,4,3,3,4,2,2,2,1,1,1,4,3,4,4,4,2,2,2,4,2,2,4,4,4,4,4,4,4,3,23,2,32,26,30,35,DO
5,4,4,5,4,4,4,4,3,3,4,3,2,5,5,3,3,3,4,4,5,5,5,4,4,3,3,3,5,4,4,4,4,4,3,3,5,5,4,4,24,2,40,36,41,40,AD
4,4,5,3,0,4,2,3,3,4,4,4,3,4,4,2,3,3,3,1,4,2,5,3,4,5,3,4,2,4,2,3,4,4,4,4,3,3,2,2,50,2,32,31,36,31,AD
3,4,2,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,5,4,4,2,2,2,3,2,3,3,3,4,4,4,2,3,4,3,3,37,1,33,32,30,33,AS
2,3,4,3,4,0,3,4,3,2,2,3,2,2,2,2,4,2,3,4,4,4,4,4,4,3,3,3,2,4,4,4,3,3,4,4,3,3,2,2,32,1,28,26,35,32,AD
4,4,4,4,3,4,3,2,2,2,4,2,2,4,3,2,2,2,3,4,2,4,3,2,4,4,3,4,2,2,4,2,2,2,4,2,3,4,2,2,34,2,32,28,30,27,AS
4,3,4,3,4,3,2,3,2,2,4,4,2,4,3,2,3,2,2,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,57,2,30,27,28,21,AS
5,5,4,5,4,4,1,1,1,2,5,5,5,5,5,1,1,1,1,1,4,5,5,5,1,1,1,3,1,1,1,1,2,1,1,1,4,5,1,1,32,2,32,30,27,18,AS
5,5,5,5,4,4,3,3,1,1,5,4,3,5,4,3,1,1,2,1,4,5,5,5,2,1,1,2,1,2,4,3,4,3,3,3,3,3,3,3,38,1,36,29,28,32,AS
4,4,3,4,2,3,4,2,2,2,4,4,3,4,3,2,2,2,2,2,2,4,4,4,3,2,2,2,2,3,3,4,3,2,3,2,2,2,2,2,27,2,30,28,28,25,AS
3,4,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,28,1,33,32,34,35,DO
5,4,4,4,4,4,2,2,1,1,3,2,4,4,4,4,2,2,4,2,5,5,5,5,2,2,1,2,1,2,3,3,2,1,1,2,4,4,1,2,65,1,31,31,30,23,AS
3,4,3,4,4,4,3,3,2,1,5,4,3,3,3,2,2,2,3,2,4,4,4,4,3,2,1,3,1,3,5,3,2,1,1,1,3,3,2,1,35,1,31,29,29,22,AS
4,4,5,4,5,5,3,3,1,1,4,4,2,3,3,2,2,2,2,3,4,5,5,5,3,3,2,4,1,4,5,4,0,2,3,3,4,3,2,3,26,2,35,27,36,29,AD
4,4,4,3,4,4,2,2,1,2,4,4,2,4,2,2,2,2,2,1,4,4,4,3,4,2,2,4,2,2,2,2,4,2,2,2,4,3,1,1,29,2,30,25,31,23,AD
5,4,4,4,4,4,3,3,2,2,4,4,4,4,4,2,2,2,2,2,4,5,4,0,3,2,3,3,2,3,3,3,3,3,3,4,4,4,3,3,30,2,35,30,29,33,AS
5,3,3,4,4,3,2,2,1,1,4,4,3,5,3,2,3,2,2,2,3,4,4,4,4,2,1,3,1,2,4,4,3,1,3,2,3,2,2,1,25,2,28,30,28,25,SC
1,1,4,1,4,4,4,2,2,4,1,1,1,1,1,5,5,5,5,5,3,2,4,2,5,4,3,3,2,5,4,3,2,2,4,3,2,4,3,3,28,1,27,30,33,30,AD
4,4,2,4,4,3,4,4,2,4,4,4,2,5,2,2,3,1,1,2,5,5,5,5,1,2,2,2,2,1,5,5,3,2,5,5,4,5,4,2,30,2,35,26,30,40,DO
4,3,3,4,4,4,3,3,2,3,4,4,3,4,4,2,2,2,3,2,5,5,5,5,2,2,2,3,2,3,3,3,3,2,3,3,4,4,3,3,32,2,33,30,34,31,AD
4,5,4,5,4,4,2,3,1,1,1,2,4,4,4,4,2,2,4,2,5,5,4,5,2,3,2,3,2,2,4,4,2,2,2,2,3,4,3,4,46,2,33,29,33,30,AS
4,2,2,4,4,3,4,4,2,4,5,5,2,5,2,2,4,2,2,4,5,5,5,5,2,2,2,2,1,2,5,5,2,2,5,5,3,4,4,2,30,2,33,33,31,37,DO
4,4,4,4,3,3,3,3,2,2,4,3,3,4,4,3,2,2,4,2,5,5,5,4,4,2,2,2,2,3,3,3,3,1,3,4,4,2,1,2,30,2,32,31,34,26,AD
4,4,3,3,4,4,3,3,2,2,5,3,2,4,3,2,2,2,2,2,4,5,5,5,2,2,2,3,2,2,4,4,4,3,3,3,4,3,2,2,23,1,32,27,32,32,AS
5,5,5,4,4,5,1,1,1,5,5,5,5,5,4,1,1,1,1,1,4,5,4,4,3,1,1,3,3,2,5,5,4,3,0,5,5,5,5,5,38,2,36,29,30,42,DO
5,5,4,4,4,5,2,2,1,1,4,4,5,5,4,2,2,2,1,1,5,5,5,5,1,1,1,2,1,2,5,5,3,3,4,2,4,4,2,2,40,2,33,30,28,34,DO
3,3,4,4,4,4,3,3,4,3,4,3,1,3,4,2,2,2,4,3,4,5,5,4,4,2,3,2,2,4,4,4,3,1,4,3,4,4,1,2,37,1,35,28,35,30,AS
2,4,4,3,2,4,1,4,2,3,5,2,4,2,2,3,4,2,4,2,4,4,5,2,5,4,3,5,1,4,4,4,3,2,4,4,2,4,2,2,23,1,29,30,37,31,AD
4,4,3,4,4,4,2,3,2,2,4,4,3,4,4,1,1,1,4,2,4,4,5,4,2,2,2,2,1,1,4,5,4,3,5,3,5,4,3,3,34,1,32,28,27,39,DO
4,4,4,3,2,4,4,4,3,1,2,1,1,4,3,4,3,4,4,2,3,4,5,4,3,4,2,5,1,2,4,5,4,4,5,1,5,5,3,4,37,1,33,28,33,40,DO
3,3,5,4,4,5,3,4,3,2,3,3,3,3,3,2,3,3,3,3,3,5,4,4,2,3,1,3,1,2,4,3,2,5,4,5,3,3,2,2,27,1,36,29,28,33,AS
5,3,4,4,0,3,2,2,2,1,4,4,2,5,3,2,2,2,3,5,4,4,5,4,2,2,1,2,1,2,3,3,3,3,4,3,4,4,2,2,41,1,26,32,27,31,SC
5,5,5,5,3,4,3,2,2,4,5,4,2,5,5,2,1,1,2,1,4,5,5,3,4,4,4,4,2,3,3,4,3,4,3,4,3,4,3,3,41,2,38,28,38,34,AS
5,4,4,4,5,5,1,1,2,1,5,5,4,4,4,2,2,1,2,1,5,4,4,4,2,1,2,2,1,2,5,4,3,3,4,2,3,4,2,4,49,1,32,30,27,34,DO
3,1,1,2,2,1,3,4,4,1,3,2,2,3,2,3,4,3,4,2,4,4,3,3,3,3,3,3,3,3,4,3,2,1,3,2,4,4,1,2,45,1,22,28,32,26,AD
4,4,4,4,4,4,2,2,1,1,4,4,3,4,4,3,2,2,2,2,3,4,4,4,2,2,2,2,2,2,4,3,2,2,2,3,3,3,3,3,33,1,30,30,27,28,AS
2,4,3,4,5,2,4,2,1,1,2,2,2,2,2,4,2,4,4,1,2,5,5,5,2,4,2,4,1,2,4,4,4,4,4,4,2,4,2,2,42,2,28,25,32,34,DO
4,4,4,5,2,4,4,2,1,1,5,2,2,0,4,2,1,2,4,4,5,5,0,5,2,1,1,4,1,2,4,4,2,2,2,1,4,2,4,1,34,2,31,26,26,26,AS
5,4,3,4,3,4,2,3,1,2,4,4,3,5,3,2,2,2,4,3,4,5,5,5,4,2,2,3,2,3,4,4,4,3,4,4,4,4,3,4,34,2,31,32,35,38,DO
4,3,3,3,2,3,2,3,1,1,4,3,4,4,2,3,4,2,3,3,5,4,5,5,2,2,2,2,1,2,4,3,3,3,4,3,3,4,3,2,35,1,25,32,30,32,SC
4,2,2,2,3,2,3,3,2,2,5,2,4,4,2,4,3,1,2,2,3,5,5,5,4,4,4,3,2,3,3,3,2,3,3,2,4,3,2,1,16,1,25,29,38,26,AD
3,5,5,3,5,5,1,3,3,3,3,3,1,3,5,3,1,3,3,1,5,5,5,5,3,1,1,1,5,3,3,1,5,3,5,5,3,5,3,3,16,2,36,26,34,36,AS
4,1,1,3,1,2,3,3,4,2,4,4,4,4,2,1,3,3,3,1,3,4,4,4,2,2,1,3,1,2,4,4,4,3,3,2,4,4,1,2,33,1,24,29,26,31,DO
5,5,5,4,4,4,2,3,5,1,4,4,4,5,4,2,2,1,2,1,4,3,4,3,3,1,1,4,5,1,5,5,4,4,4,4,4,4,3,3,30,1,38,29,29,40,DO
4,4,3,3,3,3,3,2,2,2,4,2,2,4,3,3,3,2,3,4,4,4,4,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,42,1,29,30,29,24,SC
5,4,4,4,5,5,2,2,1,1,4,3,4,5,4,3,2,2,3,2,4,5,5,5,2,3,3,4,1,2,3,2,3,3,3,2,3,4,2,3,60,2,33,32,34,28,AD
4,4,3,3,4,4,4,4,1,1,2,2,2,4,4,5,2,5,5,2,4,3,5,5,3,1,1,4,2,2,5,5,4,4,4,1,4,5,1,4,32,1,32,33,30,37,DO
5,5,5,4,5,4,1,1,1,1,5,5,5,5,5,1,1,1,1,2,4,5,5,5,4,1,1,3,1,1,5,5,5,3,3,4,3,5,5,4,19,1,32,31,30,42,DO
4,3,4,4,4,4,2,4,1,1,4,4,4,4,4,2,2,2,2,2,5,5,5,5,3,1,1,2,1,2,4,4,3,3,3,2,4,4,3,3,31,1,31,30,30,33,DO
5,4,3,4,3,3,2,3,1,1,5,5,5,5,4,2,1,1,2,2,4,5,5,4,3,2,2,3,1,1,4,3,2,1,1,1,3,3,1,1,33,1,29,32,30,20,SC
1,4,4,1,5,5,2,2,1,5,1,2,3,1,1,3,4,5,2,1,4,4,5,2,5,4,2,5,5,4,4,4,4,4,4,3,5,5,5,4,46,1,30,23,40,42,DO
5,4,4,4,3,4,3,2,2,1,4,4,3,4,4,2,2,1,2,3,2,5,5,5,4,3,2,3,2,2,4,3,4,3,4,3,4,4,3,3,26,1,32,29,33,35,DO
4,3,3,4,3,3,3,3,4,1,1,4,4,3,4,2,3,4,2,3,4,3,3,3,3,4,3,4,2,4,2,1,1,2,1,3,3,4,1,1,43,1,31,30,33,19,AD
5,4,4,4,4,4,3,3,1,2,4,4,4,5,4,3,2,1,3,2,3,5,5,5,3,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,35,2,34,32,36,40,DO
5,5,4,5,4,5,2,2,1,1,5,4,4,5,4,1,1,1,2,1,3,5,4,4,3,2,1,3,1,3,5,5,5,5,5,4,3,3,4,4,40,1,34,28,29,43,DO
4,4,4,5,4,4,2,2,1,2,4,5,4,4,4,2,1,2,2,2,4,5,4,5,4,2,1,4,2,2,4,4,3,4,2,3,4,3,2,3,31,1,32,30,33,32,AD
4,2,2,4,2,2,4,3,2,1,4,4,3,3,3,2,2,3,2,3,4,3,3,3,3,4,3,3,3,2,2,2,2,3,2,2,2,2,2,0,35,1,26,29,31,19,AD
5,5,3,4,4,2,1,2,2,1,5,3,4,4,5,3,1,1,4,2,4,3,4,4,3,2,1,3,2,4,3,2,3,2,4,2,4,4,2,1,54,2,29,32,30,27,SC
5,4,4,4,3,4,2,2,1,1,5,3,3,4,4,2,2,1,3,1,5,5,5,5,1,2,1,1,2,1,5,4,4,4,4,4,4,5,2,2,29,1,30,28,28,38,DO
3,2,2,3,2,3,3,3,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,3,4,3,3,4,2,4,2,2,3,2,2,3,3,3,2,2,60,1,26,33,34,24,AD
